probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
200662_s_at,9804,200662_s_at,11,11,TOMM20,TOMM20,1q42,KIAA0016|MAS20|MGC117367|MOM19|TOM20,translocase of outer mitochondrial membrane 20 homolog (yeast)
200663_at,967,200663_at,11,11,CD63,CD63,12q12-q13,LAMP-3|ME491|MLA1|OMA81H|TSPAN30,CD63 molecule
200664_s_at,3337,200664_s_at,11,11,DNAJB1,DNAJB1,19p13.2,HSPF1|Hdj1|Hsp40,"DnaJ (Hsp40) homolog, subfamily B, member 1"
200665_s_at,6678,200665_s_at,11,11,SPARC,SPARC,5q31.3-q32,ON,"secreted protein, acidic, cysteine-rich (osteonectin)"
200666_s_at,3337,200666_s_at,11,11,DNAJB1,DNAJB1,19p13.2,HSPF1|Hdj1|Hsp40,"DnaJ (Hsp40) homolog, subfamily B, member 1"
200667_at,7323,200667_at,11,11,UBE2D3,UBE2D3,4q24,E2(17)KB3|MGC43926|MGC5416|UBC4/5|UBCH5C,"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)"
200668_s_at,7323,200668_s_at,11,11,UBE2D3,UBE2D3,4q24,E2(17)KB3|MGC43926|MGC5416|UBC4/5|UBCH5C,"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)"
200669_s_at,7323,200669_s_at,11,11,UBE2D3,UBE2D3,4q24,E2(17)KB3|MGC43926|MGC5416|UBC4/5|UBCH5C,"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)"
200670_at,7494,200670_at,5,11,XBP1,XBP1,22q12.1|22q12,TREB5|XBP2,X-box binding protein 1
200671_s_at,6711,200671_s_at,11,11,SPTBN1,SPTBN1,2p21,ELF|SPTB2|betaSpII,"spectrin, beta, non-erythrocytic 1"
200672_x_at,6711,200672_x_at,11,11,SPTBN1,SPTBN1,2p21,ELF|SPTB2|betaSpII,"spectrin, beta, non-erythrocytic 1"
200673_at,9741,200673_at,11,11,LAPTM4A,LAPTM4A,2p24.1,HUMORF13|KIAA0108|LAPTM4|MBNT|Mtrp,lysosomal-associated protein transmembrane 4 alpha
200674_s_at,6161,200674_s_at,11,11,RPL32,RPL32,3p25-p24,PP9932,ribosomal protein L32
200675_at,975,200675_at,10,11,CD81,CD81,11p15.5,S5.7|TAPA1|TSPAN28,CD81 molecule
200676_s_at,7332,200676_s_at,11,11,UBE2L3,UBE2L3,22q11.21,E2-F1|L-UBC|UBCH7|UbcM4,ubiquitin-conjugating enzyme E2L 3
200677_at,754,200677_at,11,11,PTTG1IP,PTTG1IP,21q22.3,C21orf1|C21orf3|PBF,pituitary tumor-transforming 1 interacting protein
200678_x_at,2896,200678_x_at,11,11,GRN,GRN,17q21.32,GEP|GP88|PCDGF|PEPI|PGRN,granulin
200679_x_at,3146,200679_x_at,11,11,HMGB1,HMGB1,13q12,DKFZp686A04236|HMG1|HMG3|SBP-1,high-mobility group box 1
200680_x_at,3146,200680_x_at,11,11,HMGB1,HMGB1,13q12,DKFZp686A04236|HMG1|HMG3|SBP-1,high-mobility group box 1
200681_at,2739,200681_at,11,11,GLO1,GLO1,6p21.3-p21.1,GLYI,glyoxalase I
200682_s_at,7332,200682_s_at,11,11,UBE2L3,UBE2L3,22q11.21,E2-F1|L-UBC|UBCH7|UbcM4,ubiquitin-conjugating enzyme E2L 3
200683_s_at,7332,200683_s_at,11,11,UBE2L3,UBE2L3,22q11.21,E2-F1|L-UBC|UBCH7|UbcM4,ubiquitin-conjugating enzyme E2L 3
200684_s_at,7332,200684_s_at,11,11,UBE2L3,UBE2L3,22q11.21,E2-F1|L-UBC|UBCH7|UbcM4,ubiquitin-conjugating enzyme E2L 3
200685_at,,,,,,,,,
200686_s_at,9295,200686_s_at,9,11,SFRS11,SFRS11,1p31,DKFZp686M13204|dJ677H15.2|p54,"splicing factor, arginine/serine-rich 11"
200687_s_at,23450,200687_s_at,11,11,SF3B3,SF3B3,16q22.1,KIAA0017|RSE1|SAP130|SF3b130|STAF130,"splicing factor 3b, subunit 3, 130kDa"
200688_at,,,,,,,,,
200689_x_at,1937,200689_x_at,11,11,EEF1G,EEF1G,11q12.3,EF1G|GIG35,eukaryotic translation elongation factor 1 gamma
200690_at,,,,,,,,,
200691_s_at,3313,200691_s_at,11,11,HSPA9,HSPA9,5q31.1,CSA|GRP75|HSPA9B|MGC4500|MOT|MOT2|MTHSP75|PBP74|mot-2,heat shock 70kDa protein 9 (mortalin)
200692_s_at,3313,200692_s_at,11,11,HSPA9,HSPA9,5q31.1,CSA|GRP75|HSPA9B|MGC4500|MOT|MOT2|MTHSP75|PBP74|mot-2,heat shock 70kDa protein 9 (mortalin)
200693_at,10971,200693_at,11,11,YWHAQ,YWHAQ,2p25.1,14-3-3|1C5|HS1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide"
200694_s_at,57062,200694_s_at,11,11,DDX24,DDX24,14q32,,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
200695_at,5518,200695_at,9,11,PPP2R1A,PPP2R1A,19q13.33,MGC786,"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform"
200696_s_at,2934,200696_s_at,11,11,GSN,GSN,9q33,DKFZp313L0718,"gelsolin (amyloidosis, Finnish type)"
200697_at,3098,200697_at,11,11,HK1,HK1,10q22,HK1-ta|HK1-tb|HK1-tc|HKI|HXK1,hexokinase 1
200698_at,,,,,,,,,
200699_at,,,,,,,,,
200700_s_at,11014,200700_s_at,11,11,KDELR2,KDELR2,7p22.1,ELP-1|ERD2.2,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
200701_at,10577,200701_at,11,11,NPC2,NPC2,14q24.3,HE1|MGC1333|NP-C2,"Niemann-Pick disease, type C2"
200702_s_at,57062,200702_s_at,11,11,DDX24,DDX24,14q32,,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
200703_at,8655,200703_at,10,11,DYNLL1,DYNLL1,12q24.23,DLC1|DLC8|DNCL1|DNCLC1|LC8|LC8a|MGC126137|MGC126138|PIN|hdlc1,"dynein, light chain, LC8-type 1"
200704_at,9516,200704_at,11,11,LITAF,LITAF,16p13.13,CMT1C|FLJ38636|MGC116698|MGC116700|MGC116701|MGC125274|MGC125275|MGC125276|PIG7|SIMPLE|TP53I7,lipopolysaccharide-induced TNF factor
200705_s_at,1933,200705_s_at,11,11,EEF1B2,EEF1B2,2q33-q34,EEF1B|EEF1B1|EF1B,eukaryotic translation elongation factor 1 beta 2
200706_s_at,9516,200706_s_at,11,11,LITAF,LITAF,16p13.13,CMT1C|FLJ38636|MGC116698|MGC116700|MGC116701|MGC125274|MGC125275|MGC125276|PIG7|SIMPLE|TP53I7,lipopolysaccharide-induced TNF factor
200707_at,5589,200707_at,11,11,PRKCSH,PRKCSH,19p13.2,AGE-R2|G19P1|PCLD|PLD1,protein kinase C substrate 80K-H
200708_at,2806,200708_at,8,11,GOT2,GOT2,16q21,FLJ40994,"glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)"
200709_at,2280,200709_at,11,11,FKBP1A,FKBP1A,20p13,FKBP-12|FKBP1|FKBP12|FKBP12C|PKC12|PKCI2|PPIASE,"FK506 binding protein 1A, 12kDa"
200710_at,37,200710_at,11,11,ACADVL,ACADVL,17p13-p11,ACAD6|LCACD|VLCAD,"acyl-Coenzyme A dehydrogenase, very long chain"
200711_s_at,6500,200711_s_at,11,11,SKP1A,SKP1A,5q31,EMC19|MGC34403|OCP-II|OCP2|SKP1|TCEB1L,S-phase kinase-associated protein 1A (p19A)
200712_s_at,22919,200712_s_at,11,11,MAPRE1,MAPRE1,20q11.1-11.23,EB1|MGC117374|MGC129946,"microtubule-associated protein, RP/EB family, member 1"
200713_s_at,22919,200713_s_at,11,11,MAPRE1,MAPRE1,20q11.1-11.23,EB1|MGC117374|MGC129946,"microtubule-associated protein, RP/EB family, member 1"
200714_x_at,10956,200714_x_at,11,11,OS9,,12q13,,amplified in osteosarcoma
200715_x_at,23521,200715_x_at,11,11,RPL13A,RPL13A,19q13.3,,ribosomal protein L13a
200716_x_at,23521,200716_x_at,10,11,RPL13A,RPL13A,19q13.3,,ribosomal protein L13a
200717_x_at,6129,200717_x_at,11,11,RPL7,RPL7,8q21.11,MGC117326|humL7-1,ribosomal protein L7
200718_s_at,6500,200718_s_at,11,11,SKP1A,SKP1A,5q31,EMC19|MGC34403|OCP-II|OCP2|SKP1|TCEB1L,S-phase kinase-associated protein 1A (p19A)
200719_at,,,,,,,,,
200720_s_at,10121,200720_s_at,11,11,ACTR1A,ACTR1A,10q24.32,ARP1,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"
200721_s_at,10121,200721_s_at,11,11,ACTR1A,ACTR1A,10q24.32,ARP1,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"
200722_s_at,4076,200722_s_at,11,11,GPIAP1,GPIAP1,11p13,GPIP137|M11S1|p137GPI,GPI-anchored membrane protein 1
200723_s_at,4076,200723_s_at,11,11,GPIAP1,GPIAP1,11p13,GPIP137|M11S1|p137GPI,GPI-anchored membrane protein 1
200724_at,6134,200724_at,11,11,RPL10,RPL10,Xq28,DKFZp686J1851|DXS648|DXS648E|FLJ23544|FLJ27072|NOV|QM,ribosomal protein L10
200725_x_at,6134,200725_x_at,11,11,RPL10,RPL10,Xq28,DKFZp686J1851|DXS648|DXS648E|FLJ23544|FLJ27072|NOV|QM,ribosomal protein L10
200726_at,5501,200726_at,11,11,PPP1CC,PPP1CC,12q24.1-q24.2,PPP1G,"protein phosphatase 1, catalytic subunit, gamma isoform"
200727_s_at,10097,200727_s_at,9,11,ACTR2,ACTR2,2p14,ARP2,ARP2 actin-related protein 2 homolog (yeast)
200728_at,10097,200728_at,11,11,ACTR2,ACTR2,2p14,ARP2,ARP2 actin-related protein 2 homolog (yeast)
200729_s_at,10097,200729_s_at,11,11,ACTR2,ACTR2,2p14,ARP2,ARP2 actin-related protein 2 homolog (yeast)
200730_s_at,7803,200730_s_at,11,11,PTP4A1,PTP4A1,6q12,DKFZp779M0721|HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1,"protein tyrosine phosphatase type IVA, member 1"
200731_s_at,7803,200731_s_at,11,11,PTP4A1,PTP4A1,6q12,DKFZp779M0721|HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1,"protein tyrosine phosphatase type IVA, member 1"
200732_s_at,7803,200732_s_at,11,11,PTP4A1,PTP4A1,6q12,DKFZp779M0721|HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1,"protein tyrosine phosphatase type IVA, member 1"
200733_s_at,7803,200733_s_at,11,11,PTP4A1,PTP4A1,6q12,DKFZp779M0721|HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1,"protein tyrosine phosphatase type IVA, member 1"
200734_s_at,377,200734_s_at,11,11,ARF3,ARF3,12q13,,ADP-ribosylation factor 3
200735_x_at,4666,200735_x_at,11,11,NACA,NACA,12q23-q24.1,HSD48|MGC117224,nascent-polypeptide-associated complex alpha polypeptide
200736_s_at,2876,200736_s_at,11,11,GPX1,GPX1,3p21.3,GSHPX1|MGC14399|MGC88245,glutathione peroxidase 1
200737_at,5230,200737_at,11,11,PGK1,PGK1,Xq13,MGC117307|MGC142128|MGC8947|MIG10|PGKA,phosphoglycerate kinase 1
200738_s_at,5230,200738_s_at,11,11,PGK1,PGK1,Xq13,MGC117307|MGC142128|MGC8947|MIG10|PGKA,phosphoglycerate kinase 1
200739_s_at,6612,200739_s_at,11,11,SUMO3,SUMO3,21q22.3,SMT3A|SMT3H1|SUMO-3,SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
200740_s_at,6612,200740_s_at,11,11,SUMO3,SUMO3,21q22.3,SMT3A|SMT3H1|SUMO-3,SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
200741_s_at,6232,200741_s_at,11,11,RPS27,RPS27,1q21,MPS-1|MPS1,ribosomal protein S27 (metallopanstimulin 1)
200742_s_at,1200,200742_s_at,11,11,TPP1,TPP1,11p15,CLN2|GIG1|LPIC|MGC21297|TPP I,tripeptidyl peptidase I
200743_s_at,1200,200743_s_at,11,11,TPP1,TPP1,11p15,CLN2|GIG1|LPIC|MGC21297|TPP I,tripeptidyl peptidase I
200744_s_at,2782,200744_s_at,11,11,GNB1,GNB1,1p36.33,,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
200745_s_at,2782,200745_s_at,11,11,GNB1,GNB1,1p36.33,,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
200746_s_at,2782,200746_s_at,11,11,GNB1,GNB1,1p36.33,,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
200747_s_at,4926,200747_s_at,11,11,NUMA1,NUMA1,11q13,NUMA,nuclear mitotic apparatus protein 1
200748_s_at,2495,200748_s_at,11,11,FTH1,FTH1,11q13,FTH|FTHL6|MGC104426|PIG15|PLIF,"ferritin, heavy polypeptide 1"
200749_at,,,,,,,,,
200750_s_at,5901,200750_s_at,11,11,RAN,RAN,12q24.3,ARA24|Gsp1|TC4,"RAN, member RAS oncogene family"
200751_s_at,3183,200751_s_at,11,11,HNRPC,HNRPC,14q11.2,C1|C2|HNRNP|MGC104306|MGC105117|MGC117353|MGC131677|SNRPC|hnRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
200752_s_at,823,200752_s_at,11,11,CAPN1,CAPN1,11q13,CANP|CANPL1|muCANP|muCL,"calpain 1, (mu/I) large subunit"
200753_x_at,6427,200753_x_at,11,11,SFRS2,SFRS2,17q25.2,PR264|SC-35|SC35|SFRS2A|SRp30b,"splicing factor, arginine/serine-rich 2"
200754_x_at,6427,200754_x_at,10,11,SFRS2,SFRS2,17q25.2,PR264|SC-35|SC35|SFRS2A|SRp30b,"splicing factor, arginine/serine-rich 2"
200755_s_at,813,200755_s_at,11,11,CALU,CALU,7q32,FLJ90608,calumenin
200756_x_at,813,200756_x_at,11,11,CALU,CALU,7q32,FLJ90608,calumenin
200757_s_at,813,200757_s_at,11,11,CALU,CALU,7q32,FLJ90608,calumenin
200758_s_at,4779,200758_s_at,11,11,NFE2L1,NFE2L1,17q21.3,FLJ00380|LCR-F1|NRF1|TCF11,nuclear factor (erythroid-derived 2)-like 1
200759_x_at,4779,200759_x_at,11,11,NFE2L1,NFE2L1,17q21.3,FLJ00380|LCR-F1|NRF1|TCF11,nuclear factor (erythroid-derived 2)-like 1
200760_s_at,10550,200760_s_at,11,11,ARL6IP5,ARL6IP5,3p14,DERP11|GTRAP3-18|HSPC127|JWA|PRAF3|addicsin|hp22|jmx,ADP-ribosylation-like factor 6 interacting protein 5
200761_s_at,10550,200761_s_at,11,11,ARL6IP5,ARL6IP5,3p14,DERP11|GTRAP3-18|HSPC127|JWA|PRAF3|addicsin|hp22|jmx,ADP-ribosylation-like factor 6 interacting protein 5
200762_at,1808,200762_at,11,11,DPYSL2,DPYSL2,8p22-p21,CRMP2|DHPRP2|DRP-2|DRP2,dihydropyrimidinase-like 2
200763_s_at,6176,200763_s_at,11,11,RPLP1,RPLP1,15q22,FLJ27448|P1|RPP1,"ribosomal protein, large, P1"
200764_s_at,1495,200764_s_at,11,11,CTNNA1,CTNNA1,5q31,CAP102|FLJ36832,"catenin (cadherin-associated protein), alpha 1, 102kDa"
200765_x_at,1495,200765_x_at,9,11,CTNNA1,CTNNA1,5q31,CAP102|FLJ36832,"catenin (cadherin-associated protein), alpha 1, 102kDa"
200766_at,1509,200766_at,11,11,CTSD,CTSD,11p15.5,CLN10|CPSD|MGC2311,cathepsin D
200767_s_at,23196,200767_s_at,11,11,FAM120A,FAM120A,9q22.31,C9orf10|DNAPTP1|DNAPTP5|MGC111527|MGC133257,family with sequence similarity 120A
200768_s_at,4144,200768_s_at,11,11,MAT2A,MAT2A,2p11.2,MATA2|MATII|SAMS2,"methionine adenosyltransferase II, alpha"
200769_s_at,4144,200769_s_at,11,11,MAT2A,MAT2A,2p11.2,MATA2|MATII|SAMS2,"methionine adenosyltransferase II, alpha"
200770_s_at,3915,200770_s_at,11,11,LAMC1,LAMC1,1q31,LAMB2|MGC87297,"laminin, gamma 1 (formerly LAMB2)"
200771_at,3915,200771_at,11,11,LAMC1,LAMC1,1q31,LAMB2|MGC87297,"laminin, gamma 1 (formerly LAMB2)"
200772_x_at,5757,200772_x_at,11,11,PTMA,PTMA,2q35-q36,MGC104802|TMSA,"prothymosin, alpha (gene sequence 28)"
200773_x_at,5757,200773_x_at,8,11,PTMA,PTMA,2q35-q36,MGC104802|TMSA,"prothymosin, alpha (gene sequence 28)"
200774_at,23196,200774_at,11,11,FAM120A,FAM120A,9q22.31,C9orf10|DNAPTP1|DNAPTP5|MGC111527|MGC133257,family with sequence similarity 120A
200775_s_at,3190,200775_s_at,11,11,HNRPK,HNRPK,9q21.32-q21.33,CSBP|FLJ41122|HNRNPK|TUNP,heterogeneous nuclear ribonucleoprotein K
200776_s_at,9689,200776_s_at,11,11,BZW1,BZW1,2q33,BZAP45|KIAA0005|Nbla10236,basic leucine zipper and W2 domains 1
200777_s_at,9689,200777_s_at,11,11,BZW1,BZW1,2q33,BZAP45|KIAA0005|Nbla10236,basic leucine zipper and W2 domains 1
200778_s_at,4735,200778_s_at,11,11,SEPT2,SEPT2,2q37,DIFF6|KIAA0158|NEDD5|hNedd5,septin 2
200779_at,468,200779_at,11,11,ATF4,ATF4,22q13.1,CREB-2|CREB2|TAXREB67|TXREB,activating transcription factor 4 (tax-responsive enhancer element B67)
200780_x_at,2778,200780_x_at,11,11,GNAS,GNAS,20q13.3,AHO|C20orf45|GNAS1|GPSA|GSA|GSP|MGC33735|PHP1A|PHP1B|POH|dJ309F20.1.1|dJ806M20.3.3,GNAS complex locus
200781_s_at,6210,200781_s_at,11,11,RPS15A,RPS15A,16p,FLJ27457|MGC111208|S15a,ribosomal protein S15a
200782_at,308,200782_at,11,11,ANXA5,ANXA5,4q26-q28|4q28-q32,ANX5|ENX2|PP4,annexin A5
200783_s_at,3925,200783_s_at,11,11,STMN1,STMN1,1p36.1-p35,LAP18|Lag|OP18|PP17|PP19|PR22|SMN,stathmin 1/oncoprotein 18
200784_s_at,4035,200784_s_at,11,11,LRP1,LRP1,12q13-q14,A2MR|APOER|APR|CD91|FLJ16451|LRP|MGC88725|TGFBR5,low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
200785_s_at,4035,200785_s_at,11,11,LRP1,LRP1,12q13-q14,A2MR|APOER|APR|CD91|FLJ16451|LRP|MGC88725|TGFBR5,low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
200786_at,5695,200786_at,11,11,PSMB7,PSMB7,9q34.11-q34.12,Z,"proteasome (prosome, macropain) subunit, beta type, 7"
200787_s_at,8682,200787_s_at,11,11,PEA15,PEA15,1q21.1,HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED,phosphoprotein enriched in astrocytes 15
200788_s_at,8682,200788_s_at,11,11,PEA15,PEA15,1q21.1,HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED,phosphoprotein enriched in astrocytes 15
200789_at,1891,200789_at,6,11,ECH1,ECH1,19q13.1,HPXEL,"enoyl Coenzyme A hydratase 1, peroxisomal"
200790_at,4953,200790_at,11,11,ODC1,ODC1,2p25,,ornithine decarboxylase 1
200791_s_at,8826,200791_s_at,11,11,IQGAP1,IQGAP1,15q26.1,HUMORFA01|KIAA0051|SAR1|p195,IQ motif containing GTPase activating protein 1
200792_at,2547,200792_at,10,11,XRCC6,XRCC6,22q13.2-q13.31,CTC75|CTCBF|G22P1|KU70|ML8|TLAA,"X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa)"
200793_s_at,50,200793_s_at,11,11,ACO2,ACO2,22q11.2-q13.31|22q13.2-q13.31,ACONM|MGC20605|MGC33908,"aconitase 2, mitochondrial"
200794_x_at,9802,200794_x_at,11,11,DAZAP2,DAZAP2,12q12,KIAA0058|MGC14319|MGC766,DAZ associated protein 2
200795_at,8404,200795_at,11,11,SPARCL1,SPARCL1,4q22.1,PIG33|SC1,"SPARC-like 1 (mast9, hevin)"
200796_s_at,4170,200796_s_at,11,11,MCL1,MCL1,1q21,EAT|MCL1L|MCL1S|MGC104264|MGC1839|TM,myeloid cell leukemia sequence 1 (BCL2-related)
200797_s_at,4170,200797_s_at,11,11,MCL1,MCL1,1q21,EAT|MCL1L|MCL1S|MGC104264|MGC1839|TM,myeloid cell leukemia sequence 1 (BCL2-related)
200798_x_at,4170,200798_x_at,11,11,MCL1,MCL1,1q21,EAT|MCL1L|MCL1S|MGC104264|MGC1839|TM,myeloid cell leukemia sequence 1 (BCL2-related)
200799_at,3303,200799_at,11,11,HSPA1A,HSPA1A,6p21.3,HSP70-1|HSP72|HSPA1|HSPA1B,heat shock 70kDa protein 1A
200800_s_at,,,,,,,,,
200801_x_at,60,200801_x_at,11,11,ACTB,ACTB,7p15-p12,PS1TP5BP1,"actin, beta"
200802_at,6301,200802_at,11,11,SARS,SARS,1p13.3-p13.1,FLJ36399|SERRS|SERS,seryl-tRNA synthetase
200803_s_at,7009,200803_s_at,11,11,TEGT,TEGT,12q12-q13,BI-1|TMBIM6,testis enhanced gene transcript (BAX inhibitor 1)
200804_at,7009,200804_at,11,11,TEGT,TEGT,12q12-q13,BI-1|TMBIM6,testis enhanced gene transcript (BAX inhibitor 1)
200805_at,10960,200805_at,11,11,LMAN2,LMAN2,5q35.3,C5orf8|GP36B|VIP36,"lectin, mannose-binding 2"
200806_s_at,3329,200806_s_at,11,11,HSPD1,HSPD1,2q33.1,CPN60|GROEL|HSP60|HSP65|HuCHA60|SPG13,heat shock 60kDa protein 1 (chaperonin)
200807_s_at,3329,200807_s_at,11,11,HSPD1,HSPD1,2q33.1,CPN60|GROEL|HSP60|HSP65|HuCHA60|SPG13,heat shock 60kDa protein 1 (chaperonin)
200808_s_at,7791,200808_s_at,11,11,ZYX,ZYX,7q32,ESP-2|HED-2,zyxin
200809_x_at,6136,200809_x_at,11,11,RPL12,RPL12,9q34,,ribosomal protein L12
200810_s_at,1153,200810_s_at,11,11,CIRBP,CIRBP,19p13.3,CIRP,cold inducible RNA binding protein
200811_at,1153,200811_at,11,11,CIRBP,CIRBP,19p13.3,CIRP,cold inducible RNA binding protein
200812_at,10574,200812_at,10,11,CCT7,CCT7,2p13.2,CCT-ETA|Ccth|MGC110985|Nip7-1|TCP-1-eta,"chaperonin containing TCP1, subunit 7 (eta)"
200813_s_at,5048,200813_s_at,11,11,PAFAH1B1,PAFAH1B1,17p13.3,LIS1|LIS2|MDCR|PAFAH,"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"
200814_at,5720,200814_at,11,11,PSME1,PSME1,14q11.2,IFI5111|MGC8628|PA28A|PA28alpha|REGalpha,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
200815_s_at,5048,200815_s_at,11,11,PAFAH1B1,PAFAH1B1,17p13.3,LIS1|LIS2|MDCR|PAFAH,"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"
200816_s_at,5048,200816_s_at,11,11,PAFAH1B1,PAFAH1B1,17p13.3,LIS1|LIS2|MDCR|PAFAH,"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"
200817_x_at,6204,200817_x_at,10,11,RPS10,RPS10,6p21.31,MGC88819,ribosomal protein S10
200818_at,539,200818_at,10,11,ATP5O,ATP5O,21q22.1-q22.2|21q22.11,ATPO|OSCP,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)"
200819_s_at,6209,200819_s_at,11,11,RPS15,RPS15,19p13.3,MGC111130|RIG,ribosomal protein S15
200820_at,5714,200820_at,11,11,PSMD8,PSMD8,19q13.2,HIP6|HYPF|MGC1660|Nin1p|S14|p31,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
200821_at,3920,200821_at,11,11,LAMP2,LAMP2,Xq24,CD107b|LAMP-2C|LAMPB,lysosomal-associated membrane protein 2
200822_x_at,7167,200822_x_at,11,11,TPI1,TPI1,12p13,MGC88108|TPI,triosephosphate isomerase 1
200823_x_at,6159,200823_x_at,11,11,RPL29,RPL29,3p21.3-p21.2,HIP|HUMRPL29|MGC88589,ribosomal protein L29
200824_at,2950,200824_at,11,11,GSTP1,GSTP1,11q13,DFN7|FAEES3|GST3|PI,glutathione S-transferase pi
200825_s_at,10525,200825_s_at,11,11,HYOU1,HYOU1,11q23.1-q23.3,DKFZp686N08236|ORP150,hypoxia up-regulated 1
200826_at,6633,200826_at,11,11,SNRPD2,SNRPD2,19q13.2,SMD2|SNRPD1,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa
200827_at,5351,200827_at,9,11,PLOD1,PLOD1,1p36.3-p36.2,LH|LLH|PLOD,"procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1"
200828_s_at,7756,200828_s_at,11,11,ZNF207,ZNF207,17q11.2,DKFZp761N202,zinc finger protein 207
200829_x_at,7756,200829_x_at,11,11,ZNF207,ZNF207,17q11.2,DKFZp761N202,zinc finger protein 207
200830_at,5708,200830_at,10,11,PSMD2,PSMD2,3q27.1,MGC14274|P97|S2|TRAP2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
200831_s_at,6319,200831_s_at,11,11,SCD,SCD,10q23-q24,FADS5|PRO0998|SCD1,stearoyl-CoA desaturase (delta-9-desaturase)
200832_s_at,6319,200832_s_at,11,11,SCD,SCD,10q23-q24,FADS5|PRO0998|SCD1,stearoyl-CoA desaturase (delta-9-desaturase)
200833_s_at,5908,200833_s_at,11,11,RAP1B,RAP1B,12q14,DKFZp586H0723|K-REV|RAL1B,"RAP1B, member of RAS oncogene family"
200834_s_at,6227,200834_s_at,11,11,RPS21,RPS21,20q13.3,,ribosomal protein S21
200835_s_at,4134,200835_s_at,11,11,MAP4,MAP4,3p21,DKFZp779A1753|MGC8617,microtubule-associated protein 4
200836_s_at,4134,200836_s_at,11,11,MAP4,MAP4,3p21,DKFZp779A1753|MGC8617,microtubule-associated protein 4
200837_at,10134,200837_at,11,11,BCAP31,BCAP31,Xq28,6C6-AG|BAP31|CDM|DXS1357E,B-cell receptor-associated protein 31
200838_at,1508,200838_at,7,11,CTSB,CTSB,8p22,APPS|CPSB,cathepsin B
200839_s_at,1508,200839_s_at,8,11,CTSB,CTSB,8p22,APPS|CPSB,cathepsin B
200840_at,3735,200840_at,11,11,KARS,KARS,16q23-q24,KARS2|KIAA0070,lysyl-tRNA synthetase
200841_s_at,2058,200841_s_at,11,11,EPRS,EPRS,1q41-q42,DKFZp313B047|EARS|PARS|PIG32|QARS|QPRS,glutamyl-prolyl-tRNA synthetase
200842_s_at,2058,200842_s_at,11,11,EPRS,EPRS,1q41-q42,DKFZp313B047|EARS|PARS|PIG32|QARS|QPRS,glutamyl-prolyl-tRNA synthetase
200843_s_at,2058,200843_s_at,11,11,EPRS,EPRS,1q41-q42,DKFZp313B047|EARS|PARS|PIG32|QARS|QPRS,glutamyl-prolyl-tRNA synthetase
200844_s_at,9588,200844_s_at,11,11,PRDX6,PRDX6,1q25.1,1-Cys|AOP2|KIAA0106|MGC46173|NSGPx|PRX|aiPLA2|p29,peroxiredoxin 6
200845_s_at,9588,200845_s_at,11,11,PRDX6,PRDX6,1q25.1,1-Cys|AOP2|KIAA0106|MGC46173|NSGPx|PRX|aiPLA2|p29,peroxiredoxin 6
